LOC,STA,STA2,STATION,NAME,LHOLD,HOLDCERT,O,NEARTOWN,COUNTY,STATE,REGION,BLOCK,LATITUDE,LONGITUDE,PRECISION,SOURCE,DATUM,DECLAT,DECLNG,NAD83,ELEV,STRATUM,BCR,HABITAT,REG,PASSED,MAP,D89,D90,D91,D92,D93,D94,D95,D96,D97,D98,Y99,D99,Y00,D00,Y01,D01,Y02,D02,Y03,D03,Y04,D04,Y05,D05,Y06,D06,Y07,D07,Y08,D08,Y09,D09,Y10,D10,Y11,D11,Y12,D12,Y13,HISTORY,YRSOP
HILO,0,------,IONA,Iohia Ridge,S,+,I,Cole Camp,Benton,MO,4,383-0931,38 31 23,-093 16 48,01S,GPS,NAD83,99.99999,999.99999,x,300,33,24,remnant tallgrass prairie/warm-season gr,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,12-,1
HPSA,0,HPSAU,HPSA,Hunt-Parker Sanctuary,P,+,I,Katonah,Westchester,NY,5,411-0733,41 16 31,-073 39 16,01S,itouchmap,NAD83,41.27528,-73.65444,x,130,12,30,mixed deciduous forest/red maple swamp,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,09-,4
HTFL,0,-,HTFL,Halpata Tastanaki,S,+,I,Dunnellon,Marion,FL,6,290-0821,29 02 01,-082 19 50,01S,GPS,NAD83,29.03361,-82.33056,x,18,2,31,semi-improved pasture/long-leaf pine,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,10-,3
HWBS,0,HWBSU,BIGW,Hueston Woods Biol. Stat.,S,+,I,Oxford,Preble,OH,3,393-0844,39 34 15,-084 45 07,01S,Web - Google E.,NAD83,39.57083,-84.75194,x,277,31,22,old growth beech-maple forest,X,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,,X,,X,,X,,X,,X,04-,9
INTS,0,INTSU,INTS,Indian Trail Swamp,P,+,I,Rio Grande,Cape May,NJ,6,390-0745,39 01 51,-074 53 04,01S,Web - Google E.,NAD83,39.03083,-74.88444,x,3,4,30,wet hardwood forest,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,12-,1
IPSD,0,IPSDU,IPSD,Ipswich,P,+,I,Ipswich,Edmunds,SD,3,452-0990,45 27 10,-099 00 54,01S,GPS,NAD83,45.45278,-99.015,x,469,38,11,mxd grasses/wildlife plots/shelter belt,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,X,,X,,X,"08,10-",4
KODI,0,-,BUSK,Buskin River,DC,+,I,Kodiak,Kodiak Island,AK,7,574-1522,57 45 28,-152 29 38,01S,Web - Google E.,NAD83,57.75778,-152.49389,x,19,96,2,mixed riparian corridor,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,10-,3
KUCK,0,KUCKU,KUCK,Kuckville,P,+,I,Lyndonville,Orleans,NY,5,432-0781,43 21 19,-078 15 22,01S,Web - Google E,NAD83,43.35528,-78.25611,x,86,16,13,early ash woodland with meadow,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
LBS-,0,-,LBS-,Ledyard Banding Station,P,+,I,Norwich,Windsor,VT,5,434-0721,43 42 02,-072 18 12,01S,Web - Google E,NAD83,43.70056,-72.30333,x,120,27,14,mixed woods/riparian/old field,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,09-,4
MESC,0,-,MESC,Environmental Studies Ctr,C,+,I,Mobile,Mobile,AL,6,303-0881,30 36 46,-088 10 30,01S,GPS,NAD83,30.61278,-88.175,x,11,3,27,pine forest with open areas/near lake,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
MSHI,0,MSHI-,GAUL,Gault Nature Reserve,FS,+,I,Mont-Saint-Hilaire,La Vallee-du-Rchelieu,QC,5,453-0730,45 32 06,-073 08 58,01S,GPS,NAD83,45.535,-73.14944,x,133,18,13,edge of maple-hickory primeval forest,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
MUDL,0,-,MUDL,Mud Lake Field Station,P,+,I,Clam Lake,Ashland,WI,3,461-0905,46 11 52,-090 52 59,01S,Web - Google E.,NAD83,46.19778,-90.88306,x,436,28,12,northern upland forest with bogs,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
NLDC,0,NLDCU,NLDC,N. Lakeland Discovery Ctr,S,+,I,Manitowish Waters,Vilas,WI,3,460-0895,46 08 53,-089 53 39,01S,GPS,NAD27,46.14806,-89.89444,x,520,28,12,mature pine & northern hardwoods,X,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,12-,1
PWEC,0,-,PWEC,Prairie Woods ELC,C,+,I,Spicer,Kandiyohi,MN,3,451-0950,45 14 25,-095 03 06,01S,Web - Google E,NAD83,45.24028,-95.05167,x,357,40,23,lakeshore/marsh/oak-ash-basswd forest,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,10-,3
ROSA,0,ROSAU,ROSA,Rollins Savanna,C,+,I,Grayslake,Lake,IL,3,422-0880,42 22 24,-088 01 24,01S,Web - satsig,-,42.37333,-88.02333,-,238,16,22,savanna/wetland on grassland preserve,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,09-,4
RWPR,15696,15696U,RWPR,Rushton Farm,P,+,I,Newtown Square,Chester,PA,5,395-0752,39 59 05,-075 29 04,01S,Web - Google E.,NAD83,39.98472,-75.48444,x,104,4,29,"mature hardwood, softwood,riparian coor.",X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,11-,2
SBNY,0,SBNYU,ASPP,Ashley Schiff Park Pres.,S,+,I,Stony Brook,Suffolk,NY,5,405-0730,40 54 30,-073 07 12,01S,Web - Google E,NAD83,40.90833,-73.12,x,48,9,30,mixed woodland,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,10-,3
STLC,0,MRLAU,MRLA,Moore's Lake,P,+,I,Carmel,Monterey,CA,2,362-1214,36 27 20,-121 48 13,01S,Web-Google E,NAD83,36.45556,-121.80361,x,412,92,32,oak-willow riparian corridor,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
SUOW,0,SUOWU,SUNY,SUNY Old Westbury,S,+,I,Old Westbury,Nassau,NY,5,-,-,-,-,-,-,99.99999,999.99999,-,58,9,30,mixed woodland in suburbia,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,X,,X,"09-10,12-",3
SWAT,0,SWATU,SWAT,Allegany State Park,S,+,I,Red House,Cattaraugus,NY,5,420-0784,42 06 25,-078 45 30,01S,GPS,NAD83,42.10694,-78.75833,x,420,24,28,willow-rubus-riparian zone,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,,X,,X,07-,6
TESS,0,TESSU,TESS,Tessentee Bottomland Pres,P,+,I,Franklin,Macon,NC,5,350-0832,35 04 10,-083 23 02,01S,Google Earth,NAD83,35.06944,-83.38389,x,610,23,28,mixed woodland/oldfield/shrub suc./rip.,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,10-,3
UNEW,0,UNEWU,UNEW,U. of New England Woods,P,+,I,Biddeford,York,ME,5,432-0702,43 27 20,-070 24 25,01S,Web - Google E.,NAD83,43.45556,-70.40694,x,20,12,30,red maple lowland/oak upland -2nd growth,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,09-,4
UROC,0,-,UROC,UMC MAPS,S,+,I,Crookston,Polk,MN,3,474-0963,47 47 50,-096 37 36,01S,Web - Google E.,NAD83,47.79722,-96.62667,x,272,40,11,Aspen & tall-grass prairie mix/ag matrix,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
WITA,0,WITAU,WITA,Willow Tank,S,+,I,Marathon,Brewster,TX,2,293-1030,29 36 58,-103 04 00,01S,GPS,NAD83,29.61611,-103.06667,x,700,56,35,desert scrub/willow parkland,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,,X,,X,,X,,X,07-,6
WNCK,0,WNCKU,WNCK,Wilson Creek,P,?,I,Phillips,Price,WI,3,453-0902,45 38 05,-090 28 29,01S,-,-,45.63472,-90.47472,-,457,28,12,mixed evergreen/deciduous forest/bogs,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,02,1
WPMS,0,WPMSU,WPMS,Wisconsin Prairie,P,+,I,Arlington,Columbia,WI,3,431-0892,43 19 13,-089 21 46,01S,-,-,43.32028,-89.36278,-,311,16,23,mixed grass prairie w wetland/ponds,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,05,1
WWNC,0,WWNCU,WWNC,Westwood Hills Nat. Cen.,C,+,I,St. Louis Park,Hennepin,MN,3,445-0932,44 57 49,-093 23 10,01S,Google Earth,NAD83,44.96361,-93.38611,x,271,40,23,shrub corridor and shallow marsh,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,11-,2
SISK,11101,11101U,HCME,Horse Creek Meadows,AF,+,I,Wilderville,Josephine,OR,1,422-1234,42 27 03,-123 40 09,01S,-,NAD27,42.45083,-123.67028,x,664,93,5,montane meadow,X,Y00,x,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,89-08,20
SEVE,11102,11102U,SEVE,Seventeen Mile Creek,AF,+,I,Troy,Lincoln,MT,1,484-1155,48 40 30,-115 50 40,10S,-,-,48.675,-115.84444,-,792,64,10,mixed conif. for./montane meadow,,,x,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89-91,3
HART,11104,11104U,HART,Hart Mountain,IW,+,I,Plush,Lake,OR,1,423-1193,42 33 00,-119 38 50,10S,-,-,42.55,-119.64722,-,1712,89,9,willow/sagebrush/meadow,X,,x,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,1
SWA1,11105,11105U,SWA1,Swan Oxbow 1,AF,+,I,Swan Lake,Lake,MT,1,475-1135,47 53 20,-113 50 10,10S,-,-,47.88889,-113.83611,-,940,64,10,spruce forest/open meadow,X,,x,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90-91,2
ARCA,11106,11106S,HOME,Home,P,?,I,Arcata,Humboldt,CA,1,405-1240,40 53 26,-124 08 27,01S,-,NAD27,40.89028,-124.14194,x,10,93,5,riparian woodland/beach pine,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,,X,,X,90-,23
SIUS,11167,11167U,COUC,Cougar Creek,AF,+,A,Greenleaf,Lane,OR,1,441-1235,44 16 31,-123 51 51,01S,GPS -ETRIX LEGE,NAD83,44.27528,-123.86417,x,259,93,5,douglas-fir forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,92-10,19
SIUS,11168,11168U,CRCR,Crab Creek,AF,+,A,Greenleaf,Lane,OR,1,441-1235,44 15 06,-123 51 34,01S,GPS -ETRIX LEGE,NAD83,44.25167,-123.85944,x,219,93,5,disturbed douglas-fir forest,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,92-10,19
FREM,11169,11169U,SYRI,Sycan River,AF,+,A,Paisley,Lake,OR,1,424-1204,42 40 24,-120 49 03,01S,GPS -ETRIX LEGE,NAD83,42.67333,-120.8175,x,2003,85,9,riparian meadow,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,92-11,20
FREM,11170,11170U,DEAD,Deadhorse,AF,+,A,Paisley,Lake,OR,1,423-1204,42 35 25,-120 49 03,01S,GPS -ETRIX LEGE,NAD83,42.59028,-120.8175,x,1944,85,9,willow-dominated meadow,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,92-11,20
FREM,11171,11171U,COLC,Cold Creek,AF,+,A,Bly,Klamath,OR,1,423-1205,42 35 04,-120 55 17,01S,-,-,42.58444,-120.92139,-,1926,85,9,wet meadow,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,92-04,13
FREM,11172,11172U,AUCR,Augur Creek,AF,+,A,Paisley,Lake,OR,1,423-1204,42 31 11,-120 42 46,01S,GPS -ETRIX LEGE,NAD83,42.51972,-120.71278,x,1847,85,9,riparian meadow,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,92-11,20
FREM,11173,11173U,ISLA,Island,AF,+,A,Paisley,Lake,OR,1,423-1203,42 30 25,-120 39 53,01S,GPS -ETRIX LEGE,NAD83,42.50694,-120.66472,x,1628,85,9,riparian meadow,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,92-11,20
FREM,11174,11174U,SWCR,Swamp Creek,AF,+,A,Valley Falls,Lake,OR,1,422-1203,42 25 38,-120 34 01,01S,GPS -ETRIX LEGE,NAD83,42.42722,-120.56694,x,1658,85,9,riparian meadow,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,92-11,20
MESA,11175,11175U,COON,Coon Creek,AF,,I,Mesa,Mesa,CO,1,390-1080,39 08 00,-108 05 30,10S,-,-,39.13333,-108.09167,-,3002,62,16,riparian,X,,x,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92-97,6
DOUG,11177,11177U,DOUG,Douglas Creek,IB,+,I,East Wenatchee,Douglas,WA,1,472-1195,47 29 18,-119 54 00,01S,-,-,47.48833,-119.9,-,463,89,9,desert riparian,X,,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,93-,20
MFNM,11178,11178U,MUSK,Muskeg,AF,+,I,Ketchikan,Ketchikan Gateway,AK,1,552-1305,55 23 40,-130 59 40,10S,-,-,55.39444,-130.99444,-,46,94,5,muskeg,X,,x,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-96,4
MFNM,11179,11179U,PBOG,Oldgrowth,AF,+,I,Ketchikan,Ketchikan Gateway,AK,1,552-1310,55 24 40,-131 01 40,10S,-,-,55.41111,-131.02778,-,15,94,5,spruce/hemlock forest,X,,x,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-96,4
SWOR,11180,11180U,CRBC,Carberry Creek,AF,+,I,Ruch,Jackson,OR,1,420-1230,42 01 32,-123 09 48,01S,-,-,42.02556,-123.16333,-,566,93,5,mixed-conifer/hardwood forest,X,,X,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-97,5
MYRC,11181,11181U,MYRC,Myer Creek,P,+,I,Twisp,Okanogan,WA,1,482-1201,48 23 00,-120 15 00,01M,-,-,48.38333,-120.25,-,671,67,9,mixed conifer/deciduous forest,X,,x,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-97,5
SKUN,11182,11182U,SKUN,Skunk Cabbage,FP,+,I,Albert Canyon,n/a,BC,1,510-1175,51 05 00,-117 55 30,10S,-,-,51.08333,-117.925,-,610,64,10,riparian shrub/forest,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,93-02,10
RNP-,11183,11183U,LLMC,Lost Man Creek,IP,+,I,Orick,Humboldt,CA,1,411-1240,41 19 40,-124 01 20,10S,-,-,41.32778,-124.02222,-,46,93,5,riparian,X,,x,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-99,7
AMB-,11184,11184U,AMB-,A. M. Bailey,AF,?,I,Silverthorne,Summit,CO,1,394-1061,39 42 00,-106 10 00,01M,-,-,39.7,-106.16667,-,2972,62,16,willow carr,X,,x,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-97,5
RFSL,11186,11186U,BOND,Bondo Mine,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 19 12,-123 31 20,01S,-,-,41.32,-123.52222,-,122,93,5,riparian woodland,X,,x,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92-98,7
RFSL,11187,11187S,MOLI,Molier,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 17 18,-123 33 08,01S,-,-,41.28833,-123.55222,-,91,93,5,riparian woodland,X,,x,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92-96,5
RFSL,11188,11188S,RED2,Red 2,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 15 46,-123 36 10,01S,-,-,41.26278,-123.60278,-,98,93,5,riparian woodland,X,,x,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92-96,5
RFSL,11189,11187S,CCRK,Camp Creek,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 17 45,-123 33 27,01S,-,-,41.29583,-123.5575,-,122,93,5,riparian scrub,X,,x,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,92-02,11
RFSL,11190,11188S,CAPD,Cap D,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 15 35,-123 36 19,01S,-,-,41.25972,-123.60528,-,98,93,5,riparian woodland,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,X,X,,,,,,,,,,"92-04,08",14
RFSL,11191,11191U,AKEN,Aikens Creek,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 13 43,-123 39 04,01S,-,-,41.22861,-123.65111,-,152,93,5,riparian,X,,x,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1
RFSL,11192,11192U,WHCR,Whitmore Creek,AF,+,I,Orleans,Humboldt,CA,1,412-1233,41 20 06,-123 30 35,01S,-,-,41.335,-123.50972,-,122,93,5,riparian,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1
RFSL,11193,11187S,LADY,Lady,AF,+,I,Orleans,Humboldt,CA,1,411-1233,41 17 35,-123 32 49,01S,-,-,41.29306,-123.54694,-,122,93,5,riparian woodland,X,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,92-04,13
LKCR,11194,11194U,LKCR,Lick Creek,AF,+,I,Darby,Ravalli,MT,1,460-1141,46 04 27,-114 15 02,01S,GPS,NAD83,46.07417,-114.25056,x,1341,64,10,douglas fir/ninebark,X,Y03,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,,X,,X,,X,"93-08,10-",19
LMWR,11195,11195U,LEEM,Lee Metcalf,IW,+,I,Stevensville,Ravalli,MT,1,463-1140,46 34 52,-114 03 48,01S,GIS - ArcView,NAD83,46.58111,-114.06333,x,975,65,10,pine/cottonwood/alder/willow,X,,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,,,,,,,,,,"93-03,05-08",15
BRRR,11196,11196U,BRRR,Bear River Refuge,IW,,I,Garland,Box Elder,UT,1,414-1120,41 44 30,-112 07 40,10S,-,-,41.74167,-112.12778,-,1292,88,9,riparian,X,,x,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-97,5
MCCU,11197,11197U,MCCU,McCullen Unit (NWR),IW,+,I,Fontenelle,Sweetwater,WY,1,415-1095,41 56 50,-109 58 20,10S,-,-,41.94722,-109.97222,-,1920,86,10,cottonwood/willow riverbottom,X,,x,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-95,3
FIRS,11198,11198U,CWCR,Crow Creek,II,+,A,Charlo,Lake,MT,1,472-1141,47 28 16,-114 16 43,01S,-,-,47.47111,-114.27861,-,786,65,10,riparian,X,,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,93-05,13
FIRS,11199,11199U,SHMA,Safe Harbor Marsh,II,+,A,Polson,Lake,MT,1,474-1140,47 46 28,-114 08 49,01S,GPS -ETRIX LEGE,NAD83,47.77444,-114.14694,x,881,65,10,freshwater marsh,X,,X,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,93-05,13
WILD,11200,11200U,WILD,Wildcat Ranch,C,,I,Snowmass Village,Pitkin,CO,1,391-1065,39 16 10,-106 56 30,10S,-,-,39.26944,-106.94167,-,2438,62,16,deciduous shrubland,X,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1
ARCO,11201,11201U,ARCO,Arco Desert,DE,+,I,Atomic City,Bingham,ID,1,433-1123,43 36 00,-112 36 00,10S,-,-,43.6,-112.6,-,1500,89,9,sagebrush steppe,X,,x,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1
PATT,11202,11202U,PATT,Pattee Creek,IB,+,I,Tendoy,Lemhi,ID,1,445-1133,44 59 21,-113 34 05,01S,GPS,NAD83,44.98917,-113.56806,x,1613,64,10,riparian willow/alder shrub,X,Y00,X,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,99-,14
TRLK,11203,11203U,CHWD,Cheerwood,P,+,I,Blachly,Lane,OR,1,441-1233,44 12 10,-123 34 10,10S,-,-,44.20278,-123.56944,-,378,93,5,mixed woodland/mixed grassland,X,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,99-00,2
SBNE,11204,11204U,KILN,Kiln Meadow,AF,+,I,Truckee,Nevada,CA,1,392-1201,39 25 59,-120 15 39,01S,-,-,39.43306,-120.26083,-,1975,66,15,montane meadow/montane riparian,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,98-99,2
LIND,11205,11205U,LIND,Lindzey's Place,P,+,I,Laramie,Albany,WY,1,411-1060,41 17 53,-106 08 27,01S,-,NAD83,41.29806,-106.14083,x,2286,86,16,cottonwood/willow riparian,X,Y01,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,00-,13
NISQ,11206,11206U,DIKE,Dike,IW,+,I,McKenna,Thurston,WA,1,470-1224,47 05 58,-122 42 25,01S,-,-,47.09944,-122.70694,-,5,93,5,decid. shrub corridor betw. wetl.,X,,x,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,00,1
NISQ,11207,11207S,REST,Restoration,IW,+,I,McKenna,Thurston,WA,1,470-1224,47 04 40,-122 42 30,01S,-,-,47.07778,-122.70833,-,10,93,5,oldfield,X,,x,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,00-02,3
NISQ,11208,11207S,RIVR,Riverine,IW,+,I,McKenna,Thurston,WA,1,470-1224,47 05 00,-122 42 36,01S,-,-,47.08333,-122.71,-,9,93,5,big-leaf maple-cottonwd rip. for.,X,,x,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,00-02,3
NISQ,11209,11207S,SURG,Surge Plain,IW,+,I,McKenna,Thurston,WA,1,470-1224,47 04 29,-122 42 47,01S,-,-,47.07472,-122.71306,-,10,93,5,decid. rip. surge plain-tide infl,X,,x,,,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,00-02,3
IBO-,11210,11210U,LUCK,Lucky Peak,S,+,I,Boise,Ada,ID,1,433-1160,43 36 18,-116 03 36,01S,-,-,43.605,-116.06,-,1845,89,9,montane decid shrubland/doug-fir,X,Y01,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,00-,13
MONO,11211,11211U,LEEV,Lee Vining Creek,C,+,I,Lee Vining,Mono,CA,1,375-1190,37 58 23,-119 06 40,01S,-,-,37.97306,-119.11111,-,1960,88,9,black cottonwood/willow riparian,X,,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,00-05,6
MONO,11212,11212U,MILL,Mill Creek,P,+,I,Lee Vining,Mono,CA,1,380-1190,38 02 24,-119 08 31,01S,-,-,38.04,-119.14194,-,2036,88,9,riparian,X,,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,00-05,6
MONO,11213,11213U,RCRK,Rush Creek,C,+,I,Lee Vining,Mono,CA,1,375-1190,37 56 04,-119 04 04,01S,-,-,37.93444,-119.06778,-,2963,88,9,willow riparian passive restorat.,X,,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,00-05,6
MONO,11214,11214U,WILS,Wilson Creek,P,+,I,Lee Vining,Mono,CA,1,380-1190,38 03 40,-119 09 02,01S,-,-,38.06111,-119.15056,-,2073,88,9,willow riparian/pasture/ditch,X,,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,00-05,6
WALL,11215,11215U,WALL,Wallula - McNary NWR,IW,+,I,Wallula,Walla Walla,WA,1,460-1185,46 03 26,-118 53 16,01S,hard - topo map,NAD27,46.05722,-118.88889,x,106,89,9,cottonwood-willow riparian corrid,X,Y02,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,01-,12
SEEL,11216,11216U,SEEL,Seely Lake,AF,+,I,Seely lake,Missoula,MT,1,471-1133,47 13 12,-113 31 48,01S,-,-,47.22,-113.53,-,1200,64,10,mixed forest/willow riparian cor.,X,N03,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,01-05,5
FNLY,11217,11217U,SNBE,Snagboat Bend,IW,+,I,Peoria,Linn,OR,1,442-1231,44 25 53,-123 13 13,01S,GIS-Terrain Nav,NAD27,44.43111,-123.22139,x,73,98,5,cotton-willow riparian,X,Y00,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,01-08,8
